"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","3","17","0","4","21","4.1","3.05","19.744","140.642","0"
"10","3","18","0","0","20.3","2.1","0","20.3","0","0"
"10","3","19","0","0","19.5","0","0","19.5","0","0"
"10","3","20","0","0","19.1","0.9","0","19.1","0","0"
"10","3","21","0","0","18.7","1.7","0","18.7","0","0"
"10","3","22","0","0","18.3","2.6","0","18.3","0","0"
"10","3","23","0","0","17.7","2.4","0","17.7","0","0"
"10","4","0","0","0","17","2.3","0","17","0","0"
"10","4","1","0","0","16.4","2.1","0","16.4","0","0"
"10","4","2","0","0","16","2.2","0","16","0","0"
"10","4","3","0","0","15.7","2.2","0","15.7","0","0"
"10","4","4","0","0","15.4","2.3","0","15.4","0","0"
"10","4","5","0","2","17.2","1.9","1.603","15.286","75.451","0"
"10","4","6","118","58","19","1.4","188.734","22.607","8567.684","8131.208"
"10","4","7","427","121","20.8","1","573.599","37.416","24292.941","23381.518"
"10","4","8","659","127","22.5","1.9","836.271","44.599","34163.262","32859.789"
"10","4","9","766","131","24.1","2.7","923.078","46.687","37299.832","35856.609"
"10","4","10","799","144","25.8","3.6","895.627","46","36288.254","34890.902"
"10","4","11","835","131","26","4.5","789.274","42.551","32405.232","31176.893"
"10","4","12","804","145","26.3","5.3","626.716","38.177","25902.928","24932.502"
"10","4","13","777","129","26.5","6.2","447.519","34.012","18091.855","17389.684"
"10","4","14","687","117","26","5.8","322.884","31.359","12571.761","12031.802"
"10","4","15","475","114","25.6","5.5","239.248","29.411","9498.822","9039.346"
"10","4","16","149","69","25.1","5.1","119.818","26.649","5011.733","4657.166"
"10","4","17","0","5","24.3","4.3","4.009","23.323","181.815","0"
"10","4","18","0","0","23.5","3.4","0","23.5","0","0"
"10","4","19","0","0","22.7","2.6","0","22.7","0","0"
"10","4","20","0","0","21.8","2.1","0","21.8","0","0"
"10","4","21","0","0","20.9","1.5","0","20.9","0","0"
"10","4","22","0","0","20","1","0","20","0","0"
"10","4","23","0","0","19.3","1.4","0","19.3","0","0"
"10","5","0","0","0","18.6","1.7","0","18.6","0","0"
"10","5","1","0","0","17.9","2.1","0","17.9","0","0"
"10","5","2","0","0","17.7","2.4","0","17.7","0","0"
"10","5","3","0","0","17.4","2.8","0","17.4","0","0"
"10","5","4","0","0","17.2","3.1","0","17.2","0","0"
"10","5","5","0","2","18.9","2.9","1.603","17.291","74.772","0"
"10","5","6","115","57","20.5","2.8","184.344","23.423","8336.644","7905.776"
"10","5","7","421","121","22.2","2.6","568.092","35.106","24336.973","23423.961"
"10","5","8","650","128","23.6","2.8","827.93","43.165","34073.383","32773.809"
"10","5","9","755","134","24.9","2.9","921.555","46.925","37191.781","35753.492"
"10","5","10","785","150","26.3","3.1","887.536","47.294","35716.852","34345.074"
"10","5","11","816","139","26.3","3.8","780.144","43.655","31847.24","30642.266"
"10","5","12","825","121","26.3","4.4","614.877","39.276","25237.127","24291.334"
"10","5","13","794","110","26.3","5.1","433.962","34.506","17414.982","16733.918"
"10","5","14","722","97","25.8","4.3","315.153","32.04","12089.295","11562.437"
"10","5","15","531","94","25.4","3.4","233.881","30.092","9089.424","8640.14"
"10","5","16","172","64","24.9","2.6","120.92","27.04","4992.84","4638.682"
"10","5","17","0","4","24.2","2.1","3.207","23","145.671","0"
"10","5","18","0","0","23.5","1.5","0","23.5","0","0"
"10","5","19","0","0","22.8","1","0","22.8","0","0"
"10","5","20","0","0","22.5","1.7","0","22.5","0","0"
"10","5","21","0","0","22.2","2.4","0","22.2","0","0"
"10","5","22","0","0","21.9","3.1","0","21.9","0","0"
"10","5","23","0","0","21.6","3.7","0","21.6","0","0"
"10","6","0","0","0","21.3","4.4","0","21.3","0","0"
"10","6","1","0","0","21","5.1","0","21","0","0"
"10","6","2","0","0","20.6","4.8","0","20.6","0","0"
"10","6","3","0","0","20.3","4.4","0","20.3","0","0"
"10","6","4","0","0","19.9","4.1","0","19.9","0","0"
"10","6","5","0","2","21.3","4.3","1.603","19.972","73.862","0"
"10","6","6","111","56","22.6","4.4","164.109","24.735","7374.561","6966.617"
"10","6","7","421","120","24","4.6","566.873","34.592","24346.123","23432.781"
"10","6","8","661","124","25.5","3.9","833.607","43.212","34298.625","32989.277"
"10","6","9","782","123","26.9","3.3","928.332","48.16","37222.371","35782.688"
"10","6","10","826","132","28.4","2.6","905.852","50.916","35758.441","34384.813"
"10","6","11","863","115","28.1","3.6","785.446","45.886","31681.627","30483.545"
"10","6","12","824","133","27.7","4.7","622.214","40.375","25392.588","24441.072"
"10","6","13","788","122","27.4","5.7","437.77","35.155","17507.953","16824.01"
"10","6","14","707","108","26.9","5","311.978","32.569","11927.813","11405.301"
"10","6","15","497","106","26.4","4.3","223.522","30.498","8674.745","8235.658"
"10","6","16","155","65","25.9","3.6","115.723","27.663","4780.366","4430.802"
"10","6","17","0","4","24.7","3.6","3.207","23.653","145.228","0"
"10","6","18","0","0","23.6","3.6","0","23.6","0","0"
"10","6","19","0","0","22.4","3.6","0","22.4","0","0"
"10","6","20","0","0","21.8","3.7","0","21.8","0","0"
"10","6","21","0","0","21.3","3.8","0","21.3","0","0"
"10","6","22","0","0","20.7","3.8","0","20.7","0","0"
"10","6","23","0","0","20.1","3.9","0","20.1","0","0"
"10","7","0","0","0","19.6","4","0","19.6","0","0"
"10","7","1","0","0","19","4.1","0","19","0","0"
"10","7","2","0","0","18.6","4.1","0","18.6","0","0"
"10","7","3","0","0","18.2","4.1","0","18.2","0","0"
"10","7","4","0","0","17.8","4.1","0","17.8","0","0"
"10","7","5","0","1","19.3","4.1","0.802","17.873","37.287","0"
"10","7","6","99","57","20.8","4.1","157.239","22.819","7130.592","6728.352"
"10","7","7","437","115","22.3","4.1","575.396","33.6","24832.299","23901.322"
"10","7","8","650","133","23.9","5","832.212","39.782","34844.711","33511.5"
"10","7","9","776","130","25.5","5.8","928.73","42.142","38419.902","36925.004"
"10","7","10","839","126","27.1","6.7","910.177","42.178","37607.836","36150.496"
"10","7","11","842","134","27.3","6.7","791.557","40.421","32839.504","31592.818"
"10","7","12","834","127","27.4","6.7","619.884","37.578","25634.449","24673.994"
"10","7","13","794","118","27.6","6.7","432.648","34.514","17309.438","16631.635"
"10","7","14","714","105","27","6.5","306.693","31.711","11705.153","11188.602"
"10","7","15","502","103","26.4","6.4","214.733","29.439","8301.973","7871.943"
"10","7","16","162","61","25.8","6.2","112.704","27.013","4638.185","4291.676"
"10","7","17","0","3","23.9","4.6","2.405","22.898","109.305","0"
"10","7","18","0","0","21.9","3.1","0","21.9","0","0"
"10","7","19","0","0","20","1.5","0","20","0","0"
"10","7","20","0","0","19.1","2","0","19.1","0","0"
"10","7","21","0","0","18.2","2.6","0","18.2","0","0"
"10","7","22","0","0","17.3","3.1","0","17.3","0","0"
"10","7","23","0","0","17.5","3.1","0","17.5","0","0"
"10","8","0","0","0","17.6","3.1","0","17.6","0","0"
"10","8","1","0","0","17.8","3.1","0","17.8","0","0"
"10","8","2","0","0","18.3","2.1","0","18.3","0","0"
"10","8","3","0","0","18.8","1","0","18.8","0","0"
"10","8","4","0","0","19.3","0","0","19.3","0","0"
"10","8","5","0","1","20.8","1.5","0.802","18.83","37.125","0"
"10","8","6","107","53","22.3","3.1","170.344","24.835","7652.448","7237.953"
"10","8","7","424","116","23.8","4.6","564.64","34.355","24277.848","23366.969"
"10","8","8","667","121","25.2","4.1","834.713","42.648","34443.23","33127.586"
"10","8","9","787","119","26.6","3.6","926.749","47.258","37334.848","35890.023"
"10","8","10","826","130","28","3.1","901.106","49.252","35885.402","34506.105"
"10","8","11","831","138","28.1","4.1","784.931","45.106","31788.215","30585.701"
"10","8","12","815","136","28.3","5.2","613.811","40.09","25061.004","24121.672"
"10","8","13","773","127","28.4","6.2","427.807","35.59","17021.439","16352.493"
"10","8","14","671","122","27.7","5.7","303.122","32.766","11565.896","11053.055"
"10","8","15","456","115","27","5.1","207.094","30.373","8019.032","7595.808"
"10","8","16","111","66","26.3","4.6","96.87","27.46","4041.119","3707.275"
"10","8","17","0","3","25.1","4.3","2.405","24.064","108.712","0"
"10","8","18","0","0","24","3.9","0","24","0","0"
"10","8","19","0","0","22.8","3.6","0","22.8","0","0"
"10","8","20","0","0","22.1","3.6","0","22.1","0","0"
"10","8","21","0","0","21.4","3.6","0","21.4","0","0"
"10","8","22","0","0","20.7","3.6","0","20.7","0","0"
"10","8","23","0","0","20.1","2.9","0","20.1","0","0"
"10","9","0","0","0","19.5","2.2","0","19.5","0","0"
"10","9","1","0","0","18.9","1.5","0","18.9","0","0"
"10","9","2","0","0","18.9","1.5","0","18.9","0","0"
"10","9","3","0","0","19","1.5","0","19","0","0"
"10","9","4","0","0","19","1.5","0","19","0","0"
"10","9","5","0","1","20.5","1.3","0.802","18.431","37.192","0"
"10","9","6","103","52","21.9","1.2","150.291","24.507","6760.364","6366.694"
"10","9","7","414","119","23.4","1","559.109","39.371","23447.205","22566.004"
"10","9","8","663","121","24.6","2.4","830.061","45.069","33826.086","32537.205"
"10","9","9","776","122","25.7","3.7","918.089","46.009","37228.027","35788.086"
"10","9","10","815","132","26.9","5.1","891.81","44.279","36450.945","35046.266"
"10","9","11","826","137","26.9","5.6","778.245","41.274","32139.52","30922.336"
"10","9","12","820","131","27","6.2","609.492","37.487","25192.469","24248.316"
"10","9","13","790","117","27","6.7","421.993","33.717","16876.129","16211.626"
"10","9","14","705","105","26.5","5.8","294.176","31.32","11151.59","10649.699"
"10","9","15","488","102","25.9","5","196.084","29.064","7491.05","7080.367"
"10","9","16","144","57","25.4","4.1","101.374","26.697","4171.829","3835.235"
"10","9","17","0","2","24.4","3.1","1.603","23.227","72.758","0"
"10","9","18","0","0","23.3","2","0","23.3","0","0"
"10","9","19","0","0","22.3","1","0","22.3","0","0"
"10","9","20","0","0","21.8","1.4","0","21.8","0","0"
"10","9","21","0","0","21.2","1.7","0","21.2","0","0"
"10","9","22","0","0","20.7","2.1","0","20.7","0","0"
"10","9","23","0","0","20.2","2.4","0","20.2","0","0"
"10","10","0","0","0","19.7","2.8","0","19.7","0","0"
"10","10","1","0","0","19.2","3.1","0","19.2","0","0"
"10","10","2","0","0","18.7","3.1","0","18.7","0","0"
"10","10","3","0","0","18.1","3.1","0","18.1","0","0"
"10","10","4","0","0","17.6","3.1","0","17.6","0","0"
"10","10","5","0","1","18.7","2.6","0.802","16.995","37.436","0"
"10","10","6","98","51","19.8","2","144.799","21.917","6592.551","6202.732"
"10","10","7","414","115","20.9","1.5","554.082","35.368","23704.859","22814.506"
"10","10","8","639","126","22.2","2.2","811.459","42.79","33458.895","32185.803"
"10","10","9","728","139","23.5","2.9","895.783","44.957","36522.723","35114.809"
"10","10","10","718","173","24.8","3.6","850.574","44.017","34814.758","33482.863"
"10","10","11","753","169","25.2","4.3","754.035","41.258","31149.971","29973.871"
"10","10","12","768","152","25.6","5","594.441","37.214","24616.965","23693.822"
"10","10","13","754","130","26","5.7","411.52","33.221","16502.371","15849.229"
"10","10","14","660","117","25.4","5.9","286.447","29.997","10969.366","10472.251"
"10","10","15","443","108","24.7","6","185.148","27.29","7160.591","6757.651"
"10","10","16","117","56","24.1","6.2","91.852","24.883","3841.759","3512.084"
"10","10","17","0","2","23.1","4.5","1.603","22.013","73.17","0"
"10","10","18","0","0","22","2.7","0","22","0","0"
"10","10","19","0","0","21","1","0","21","0","0"
"10","10","20","0","0","20.3","1.7","0","20.3","0","0"
"10","10","21","0","0","19.7","2.4","0","19.7","0","0"
"10","10","22","0","0","19","3.1","0","19","0","0"
"10","10","23","0","0","18.9","2.4","0","18.9","0","0"
"10","11","0","0","0","18.9","1.7","0","18.9","0","0"
"10","11","1","0","0","18.8","1","0","18.8","0","0"
"10","11","2","0","0","18.1","1.5","0","18.1","0","0"
"10","11","3","0","0","17.3","2.1","0","17.3","0","0"
"10","11","4","0","0","16.6","2.6","0","16.6","0","0"
"10","11","5","0","1","18.2","2.1","0.802","16.351","37.545","0"
"10","11","6","86","50","19.8","1.5","134.521","21.766","6129.742","5750.436"
"10","11","7","419","102","21.4","1","541.991","36.834","23018.949","22152.85"
"10","11","8","614","132","22.9","2.4","792.828","42.49","32740.709","31498.211"
"10","11","9","754","128","24.4","3.7","907.474","44.446","37096.777","35662.824"
"10","11","10","803","137","25.9","5.1","883.206","43.094","36318.027","34919.336"
"10","11","11","816","139","25.9","5.6","768.792","40.081","31933.422","30724.855"
"10","11","12","798","138","25.8","6.2","597.458","36.051","24853.369","23921.625"
"10","11","13","754","128","25.8","6.7","406.043","32.22","16322.316","15674.61"
"10","11","14","605","139","25.3","5.8","284.841","29.909","11017.998","10519.61"
"10","11","15","434","101","24.9","5","171.119","27.542","6535.302","6146.792"
"10","11","16","91","53","24.4","4.1","75.972","25.076","3186.072","2869.903"
"10","11","17","0","2","23.9","3.6","1.603","22.705","72.936","0"
"10","11","18","0","0","23.3","3.1","0","23.3","0","0"
"10","11","19","0","0","22.8","2.6","0","22.8","0","0"
"10","11","20","0","0","22.2","2.2","0","22.2","0","0"
"10","11","21","0","0","21.5","1.9","0","21.5","0","0"
"10","11","22","0","0","20.9","1.5","0","20.9","0","0"
"10","11","23","0","0","20.2","1.5","0","20.2","0","0"
"10","12","0","0","0","19.4","1.5","0","19.4","0","0"
"10","12","1","0","0","18.7","1.5","0","18.7","0","0"
"10","12","2","0","0","18.4","1.9","0","18.4","0","0"
"10","12","3","0","0","18.2","2.2","0","18.2","0","0"
"10","12","4","0","0","17.9","2.6","0","17.9","0","0"
"10","12","5","0","1","19.4","2.6","0.802","17.714","37.314","0"
"10","12","6","89","49","21","2.6","134.829","22.749","6115.191","5736.213"
"10","12","7","382","121","22.5","2.6","531.927","34.404","22865.496","22004.773"
"10","12","8","639","123","23.7","2.6","806.51","43.11","33199.75","31937.74"
"10","12","9","803","94","25","2.6","909.383","47.423","36601.523","35190.047"
"10","12","10","817","115","25.5","2.6","871.882","47.296","35075.891","33732.512"
"10","12","11","841","114","25.6","3.6","755.864","42.737","30960.533","29792.215"
"10","12","12","842","105","25.8","4.7","589.937","37.764","24277.48","23366.613"
"10","12","13","813","93","25.9","5.7","398.303","32.874","15807.16","15174.874"
"10","12","14","713","91","25.6","4.8","273.09","30.55","10178.324","9701.656"
"10","12","15","503","87","25.2","4","168.286","28.116","6204.959","5823.955"
"10","12","16","107","53","24.9","3.1","84.68","25.88","3520.207","3197.196"
"10","12","17","0","1","24.1","2.4","0.802","22.763","36.458","0"
"10","12","18","0","0","23.3","1.7","0","23.3","0","0"
"10","12","19","0","0","22.5","1","0","22.5","0","0"
"10","12","20","0","0","21.7","1.5","0","21.7","0","0"
"10","12","21","0","0","21","2.1","0","21","0","0"
"10","12","22","0","0","20.2","2.6","0","20.2","0","0"
"10","12","23","0","0","19.9","2.2","0","19.9","0","0"
"10","13","0","0","0","19.7","1.9","0","19.7","0","0"
"10","13","1","0","0","19.4","1.5","0","19.4","0","0"
"10","13","2","0","0","18.8","1.9","0","18.8","0","0"
"10","13","3","0","0","18.2","2.2","0","18.2","0","0"
"10","13","4","0","0","17.6","2.6","0","17.6","0","0"
"10","13","5","0","1","18.9","2.4","0.802","17.15","37.41","0"
"10","13","6","86","47","20.2","2.3","128.886","21.834","5870.259","5496.777"
"10","13","7","382","120","21.5","2.1","530.604","34.103","22842.016","21982.115"
"10","13","8","636","123","23.1","2.6","802.756","42.435","33159.5","31899.207"
"10","13","9","781","101","24.6","3.1","894.971","45.547","36376","34974.699"
"10","13","10","756","141","26.2","3.6","842.285","45.206","34257.656","32950.086"
"10","13","11","761","150","26.1","4.3","733.807","41.72","30224.342","29086.01"
"10","13","12","753","144","26","5","571.171","37.139","23618.188","22730.92"
"10","13","13","724","126","25.9","5.7","385.34","32.615","15402.731","14782.411"
"10","13","14","634","108","26","5.1","258.309","30.469","9712.921","9248.064"
"10","13","15","386","109","24.7","5.1","157.736","27.004","6049.027","5671.538"
"10","13","16","73","50","23.4","5.1","67.299","23.767","2854.432","2544.972"
"10","13","17","0","1","22.8","4.1","0.802","21.589","36.657","0"
"10","13","18","0","0","22.2","3.1","0","22.2","0","0"
"10","13","19","0","0","21.6","2.1","0","21.6","0","0"
"10","13","20","0","0","21.1","3.3","0","21.1","0","0"
"10","13","21","0","0","20.5","4.5","0","20.5","0","0"
"10","13","22","0","0","19.9","5.7","0","19.9","0","0"
"10","13","23","0","0","19.4","4.5","0","19.4","0","0"
"10","14","0","0","0","19","3.3","0","19","0","0"
"10","14","1","0","0","18.5","2.1","0","18.5","0","0"
"10","14","2","0","0","17.7","2.1","0","17.7","0","0"
"10","14","3","0","0","16.8","2.1","0","16.8","0","0"
"10","14","4","0","0","16","2.1","0","16","0","0"
"10","14","5","0","0","18","2.8","0","18","0","0"
"10","14","6","83","46","20","3.4","125.105","21.376","5710.103","5340.191"
"10","14","7","398","114","22","4.1","537.74","32.442","23337.256","22459.945"
"10","14","8","649","119","23.4","3.4","810.028","41.377","33640.723","32359.824"
"10","14","9","770","119","24.7","2.8","903.035","46.508","36519.996","35112.203"
"10","14","10","815","126","26.1","2.1","878.584","49.406","34951.73","33613.816"
"10","14","11","818","135","26.3","3.5","761.259","43.715","31024.393","29853.453"
"10","14","12","799","133","26.4","4.8","585.966","38.154","24074.543","23170.975"
"10","14","13","752","124","26.6","6.2","390.917","33.09","15535.91","14911.663"
"10","14","14","663","110","25.7","5.2","263.152","30.21","9844.038","9375.87"
"10","14","15","489","86","24.7","4.1","151.029","27.189","5467.85","5103.301"
"10","14","16","94","50","23.8","3.1","72.475","24.422","3021.46","2708.632"
"10","14","17","0","1","22.6","2.4","0.802","21.179","36.726","0"
"10","14","18","0","0","21.5","1.7","0","21.5","0","0"
"10","14","19","0","0","20.3","1","0","20.3","0","0"
"10","14","20","0","0","19.4","1.7","0","19.4","0","0"
"10","14","21","0","0","18.5","2.4","0","18.5","0","0"
"10","14","22","0","0","17.6","3.1","0","17.6","0","0"
"10","14","23","0","0","17.2","2.8","0","17.2","0","0"
"10","15","0","0","0","16.8","2.4","0","16.8","0","0"
"10","15","1","0","0","16.4","2.1","0","16.4","0","0"
"10","15","2","0","0","16","1.7","0","16","0","0"
"10","15","3","0","0","15.7","1.4","0","15.7","0","0"
"10","15","4","0","0","15.3","1","0","15.3","0","0"
"10","15","5","0","0","17","1.5","0","17","0","0"
"10","15","6","79","45","18.8","2.1","120.736","20.219","5540.245","5174.099"
"10","15","7","396","113","20.5","2.6","534.52","32.44","23197.424","22325.047"
"10","15","8","649","118","22.2","2.8","807.993","41.265","33575.055","32296.979"
"10","15","9","769","118","23.9","2.9","899.728","45.424","36591.926","35180.887"
"10","15","10","814","125","25.6","3.1","875.202","46.297","35390.461","34033.184"
"10","15","11","815","134","25.9","3.8","756.369","42.739","30975.324","29806.398"
"10","15","12","838","103","26.1","4.4","577.921","38.29","23674.686","22785.408"
"10","15","13","795","95","26.4","5.1","381.706","33.549","15001.529","14392.96"
"10","15","14","697","92","25.9","4.8","252.347","30.415","9253.222","8799.875"
"10","15","15","493","84","25.3","4.4","142.897","27.523","5072.531","4716.642"
"10","15","16","106","46","24.8","4.1","75.236","25.411","3096.798","2782.444"
"10","15","17","0","1","23.3","3.6","0.802","22.068","36.576","0"
"10","15","18","0","0","21.9","3.1","0","21.9","0","0"
"10","15","19","0","0","20.4","2.6","0","20.4","0","0"
"10","15","20","0","0","20.2","2.9","0","20.2","0","0"
"10","15","21","0","0","20","3.3","0","20","0","0"
"10","15","22","0","0","19.8","3.6","0","19.8","0","0"
"10","15","23","0","0","19.7","3.9","0","19.7","0","0"
"10","16","0","0","0","19.6","4.3","0","19.6","0","0"
"10","16","1","0","0","19.5","4.6","0","19.5","0","0"
"10","16","2","0","0","19.3","4.3","0","19.3","0","0"
"10","16","3","0","0","19.1","3.9","0","19.1","0","0"
"10","16","4","0","0","18.9","3.6","0","18.9","0","0"
"10","16","5","0","0","20.4","3.8","0","20.4","0","0"
"10","16","6","75","44","21.8","3.9","116.457","22.966","5276.569","4916.226"
"10","16","7","394","112","23.3","4.1","531.285","33.588","22927.725","22064.824"
"10","16","8","654","116","24.8","3.8","809.632","42.1","33499.789","32224.941"
"10","16","9","784","112","26.4","3.4","906.394","46.956","36568.711","35158.715"
"10","16","10","832","119","27.9","3.1","883.523","48.727","35271.238","33919.234"
"10","16","11","840","124","28.3","3.6","763.958","45.583","30821.211","29658.598"
"10","16","12","829","120","28.8","4.1","586.533","41.472","23650.947","22762.514"
"10","16","13","789","110","29.2","4.6","388.938","37.025","15042.529","14432.765"
"10","16","14","575","143","28.1","3.6","257.962","33.427","9659.077","9195.577"
"10","16","15","191","141","26.9","2.5","136.982","29.587","5534.256","5168.242"
"10","16","16","0","30","25.8","1.5","23.088","25.219","1037.906","763.745"
"10","16","17","0","0","24.3","1.7","0","24.3","0","0"
"10","16","18","0","0","22.8","1.9","0","22.8","0","0"
"10","16","19","0","0","21.3","2.1","0","21.3","0","0"
"10","16","20","0","0","20.5","1.7","0","20.5","0","0"
"10","16","21","0","0","19.8","1.4","0","19.8","0","0"
"10","16","22","0","0","19","1","0","19","0","0"
"10","16","23","0","0","19.3","1.9","0","19.3","0","0"
"10","17","0","0","0","19.7","2.7","0","19.7","0","0"
"10","17","1","0","0","20","3.6","0","20","0","0"
"10","17","2","0","0","19.6","3.8","0","19.6","0","0"
"10","17","3","0","0","19.2","3.9","0","19.2","0","0"
"10","17","4","0","0","18.8","4.1","0","18.8","0","0"
"10","17","5","0","0","20.1","3.6","0","20.1","0","0"
"10","17","6","43","42","21.5","3.1","92.278","22.159","4199.765","3862.582"
"10","17","7","314","129","22.8","2.6","462.331","32.908","20019.328","19255.176"
"10","17","8","567","153","24.5","3.4","757.248","41.146","31485.166","30295.23"
"10","17","9","762","124","26.3","4.3","903.433","45.188","36786.668","35366.813"
"10","17","10","810","134","28","5.1","877.731","45.099","35712.188","34340.621"
"10","17","11","841","123","28","6.2","762.092","41.233","31436.805","30248.871"
"10","17","12","818","124","28.2","6.4","581.535","38.009","23855.377","22959.656"
"10","17","13","743","131","28.4","6.7","383.232","34.473","15054.9","14444.775"
"10","17","14","606","129","27.3","5.8","251.6","31.32","9384.539","8927.921"
"10","17","15","349","115","26.3","5","136.635","28.244","5131.301","4774.132"
"10","17","16","46","43","25.2","4.1","52.378","25.313","2228.545","1931.525"
"10","17","17","0","0","24","4.4","0","24","0","0"
"10","17","18","0","0","22.8","4.8","0","22.8","0","0"
"10","17","19","0","0","21.6","5.1","0","21.6","0","0"
"10","17","20","0","0","20.9","3.9","0","20.9","0","0"
"10","17","21","0","0","20.2","2.7","0","20.2","0","0"
"10","17","22","0","0","19.5","1.5","0","19.5","0","0"
"10","17","23","0","0","19.3","1.3","0","19.3","0","0"
"10","18","0","0","0","19.1","1.2","0","19.1","0","0"
"10","18","1","0","0","18.9","1","0","18.9","0","0"
"10","18","2","0","0","19.3","1.5","0","19.3","0","0"
"10","18","3","0","0","19.6","2.1","0","19.6","0","0"
"10","18","4","0","0","20","2.6","0","20","0","0"
"10","18","5","0","0","20.6","1.7","0","20.6","0","0"
"10","18","6","0","26","21.3","0.9","19.994","19.665","922.275","650.279"
"10","18","7","9","120","21.9","0","120.758","24.431","5448.268","5084.152"
"10","18","8","169","219","23.2","2.2","408.826","32.529","17744.508","17053.209"
"10","18","9","367","260","24.5","4.5","640.604","37.166","27173.322","26154.979"
"10","18","10","556","242","25.8","6.7","757.373","38.039","31953.25","30743.855"
"10","18","11","474","280","26.3","6.7","628.5","36.564","26603.961","25607.238"
"10","18","12","334","313","26.7","6.7","462.537","34.1","19622.361","18871.199"
"10","18","13","199","291","27.2","6.7","319.749","32.072","13519.523","12953.324"
"10","18","14","328","189","26.2","6","228.793","29.629","9190.276","8738.493"
"10","18","15","262","125","25.2","5.3","128.305","26.855","5018.769","4664.048"
"10","18","16","55","41","24.2","4.6","52.246","24.256","2207.781","1911.169"
"10","18","17","0","0","23.2","4","0","23.2","0","0"
"10","18","18","0","0","22.2","3.3","0","22.2","0","0"
"10","18","19","0","0","21.2","2.6","0","21.2","0","0"
"10","18","20","0","0","20.2","2.2","0","20.2","0","0"
"10","18","21","0","0","19.2","1.9","0","19.2","0","0"
"10","18","22","0","0","18.2","1.5","0","18.2","0","0"
"10","18","23","0","0","17.5","1.3","0","17.5","0","0"
"10","19","0","0","0","16.9","1.2","0","16.9","0","0"
"10","19","1","0","0","16.2","1","0","16.2","0","0"
"10","19","2","0","0","15.4","1","0","15.4","0","0"
"10","19","3","0","0","14.6","1","0","14.6","0","0"
"10","19","4","0","0","13.8","1","0","13.8","0","0"
"10","19","5","0","0","14.8","1","0","14.8","0","0"
"10","19","6","40","39","15.8","1","85.511","16.21","3998.99","3666.03"
"10","19","7","217","122","16.8","1","364.587","26.67","16268.411","15622.327"
"10","19","8","304","190","18.9","1.2","523.803","34.208","22547.842","21698.197"
"10","19","9","270","273","20.9","1.3","561.906","37.551","23789.98","22896.594"
"10","19","10","198","345","23","1.5","509.356","37.709","21537.283","20722.377"
"10","19","11","139","369","23.4","3.6","436.351","32.882","18865.48","18138.764"
"10","19","12","96","341","23.7","5.6","343.735","29.505","15050.59","14440.591"
"10","19","13","81","260","24.1","7.7","254.672","27.392","11166.429","10664.148"
"10","19","14","132","214","23.6","6.5","201.525","26.275","8650.967","8212.461"
"10","19","15","160","124","23","5.3","112.925","24.279","4659.377","4312.414"
"10","19","16","13","38","22.5","4.1","35.83","22.141","1597.581","1312.807"
"10","19","17","0","0","21.1","3.6","0","21.1","0","0"
"10","19","18","0","0","19.6","3.1","0","19.6","0","0"
"10","19","19","0","0","18.2","2.6","0","18.2","0","0"
"10","19","20","0","0","17.6","2.2","0","17.6","0","0"
"10","19","21","0","0","17","1.9","0","17","0","0"
"10","19","22","0","0","16.4","1.5","0","16.4","0","0"
"10","19","23","0","0","15.9","1.9","0","15.9","0","0"
"10","20","0","0","0","15.5","2.2","0","15.5","0","0"
"10","20","1","0","0","15","2.6","0","15","0","0"
"10","20","2","0","0","14.7","2.6","0","14.7","0","0"
"10","20","3","0","0","14.4","2.6","0","14.4","0","0"
"10","20","4","0","0","14.1","2.6","0","14.1","0","0"
"10","20","5","0","0","15.7","2.6","0","15.7","0","0"
"10","20","6","57","38","17.3","2.6","94.414","17.947","4378.071","4037.113"
"10","20","7","388","107","18.9","2.6","518.761","30.397","22735.531","21879.35"
"10","20","8","643","114","20.4","2.2","792.775","40.495","33069.98","31813.502"
"10","20","9","768","113","21.8","1.9","886.747","45.828","35985.168","34601.41"
"10","20","10","813","120","23.3","1.5","861.712","48.403","34453.43","33137.34"
"10","20","11","726","169","23.4","2.4","718.723","42.055","29532.561","28422.043"
"10","20","12","384","299","23.4","3.2","476.006","34.661","20091.721","19325.188"
"10","20","13","88","253","23.5","4.1","250.592","28.537","10908.61","10413.082"
"10","20","14","14","215","23","3.6","179.801","26.209","8006.254","7583.336"
"10","20","15","9","117","22.5","3.1","90.887","23.602","4091.799","3756.89"
"10","20","16","0","24","22","2.6","18.447","21.094","845.344","574.781"
"10","20","17","0","0","20.6","2.6","0","20.6","0","0"
"10","20","18","0","0","19.2","2.6","0","19.2","0","0"
"10","20","19","0","0","17.8","2.6","0","17.8","0","0"
"10","20","20","0","0","17.2","2.6","0","17.2","0","0"
"10","20","21","0","0","16.6","2.6","0","16.6","0","0"
"10","20","22","0","0","16","2.6","0","16","0","0"
"10","20","23","0","0","15.8","2.6","0","15.8","0","0"
"10","21","0","0","0","15.5","2.6","0","15.5","0","0"
"10","21","1","0","0","15.3","2.6","0","15.3","0","0"
